employee_id	name	dept_cd	job_cd	role_name
5127	user5127	01020110	07	normal
5128	user5128	01020150	08	normal
5129	user5129	01020199	09	normal
5138	user5138	01020150	99	vice
5139	user5139	01020199	01	normal
5140	user5140	01020100	02	normal
5141	user5141	01020101	03	normal
5143	user5143	01020150	05	normal
5144	user5144	01020199	06	normal
5145	user5145	01020100	07	normal
5146	user5146	01020101	08	normal
5147	user5147	01020110	09	normal
5156	user5156	01020101	99	vice
5157	user5157	01020110	01	normal
5158	user5158	01020150	02	normal
5159	user5159	01020199	03	normal
5161	user5161	01020101	05	normal
5162	user5162	01020110	06	normal
5163	user5163	01020150	07	normal
5164	user5164	01020199	08	normal
5165	user5165	01020100	09	normal
5174	user5174	01020199	99	vice
5175	user5175	01020100	01	normal
5176	user5176	01020101	02	normal
5177	user5177	01020110	03	normal
5179	user5179	01020199	05	normal
5180	user5180	01020100	06	normal
5181	user5181	01020101	07	normal
5182	user5182	01020110	08	normal
5183	user5183	01020150	09	normal
5192	user5192	01020110	99	vice
5193	user5193	01020150	01	normal
5194	user5194	01020199	02	normal
5195	user5195	01020100	03	normal
5197	user5197	01020110	05	normal
5198	user5198	01020150	06	normal
5199	user5199	01020199	07	normal
5200	user5200	01020100	08	normal
5201	user5201	01020101	09	normal
5210	user5210	01020100	99	vice
5211	user5211	01020101	01	normal
5212	user5212	01020110	02	normal
5213	user5213	01020150	03	normal
5215	user5215	01020100	05	normal
5216	user5216	01020101	06	normal
5217	user5217	01020110	07	normal
5218	user5218	01020150	08	normal
5219	user5219	01020199	09	normal
5228	user5228	01020150	99	vice
5229	user5229	01020199	01	normal
5230	user5230	01020100	02	normal
5231	user5231	01020101	03	normal
5233	user5233	01020150	05	normal
5234	user5234	01020199	06	normal
5235	user5235	01020100	07	normal
5236	user5236	01020101	08	normal
5237	user5237	01020110	09	normal
5246	user5246	01020101	99	vice
5247	user5247	01020110	01	normal
5248	user5248	01020150	02	normal
5249	user5249	01020199	03	normal
5251	user5251	01020101	05	normal
5252	user5252	01020110	06	normal
5253	user5253	01020150	07	normal
5254	user5254	01020199	08	normal
5255	user5255	01020100	09	normal
5264	user5264	01020199	99	vice
5265	user5265	01020100	01	normal
5266	user5266	01020101	02	normal
5267	user5267	01020110	03	normal
5269	user5269	01020199	05	normal
5270	user5270	01020100	06	normal
5271	user5271	01020101	07	normal
5272	user5272	01020110	08	normal
5273	user5273	01020150	09	normal
5282	user5282	01020110	99	vice
5283	user5283	01020150	01	normal
5284	user5284	01020199	02	normal
5285	user5285	01020100	03	normal
5287	user5287	01020110	05	normal
5288	user5288	01020150	06	normal
5289	user5289	01020199	07	normal
5290	user5290	01020100	08	normal
5291	user5291	01020101	09	normal
5300	user5300	01020100	99	vice
5301	user5301	01020101	01	normal
5302	user5302	01020110	02	normal
5303	user5303	01020150	03	normal
5305	user5305	01020100	05	normal
5306	user5306	01020101	06	normal
5307	user5307	01020110	07	normal
5308	user5308	01020150	08	normal
5309	user5309	01020199	09	normal
5318	user5318	01020150	99	vice
5319	user5319	01020199	01	normal
5320	user5320	01020100	02	normal
5321	user5321	01020101	03	normal
5323	user5323	01020150	05	normal
5324	user5324	01020199	06	normal
5325	user5325	01020100	07	normal
5326	user5326	01020101	08	normal
5327	user5327	01020110	09	normal
5336	user5336	01020101	99	vice
5337	user5337	01020110	01	normal
5338	user5338	01020150	02	normal
5339	user5339	01020199	03	normal
5341	user5341	01020101	05	normal
5342	user5342	01020110	06	normal
5343	user5343	01020150	07	normal
5344	user5344	01020199	08	normal
5345	user5345	01020100	09	normal
5354	user5354	01020199	99	vice
5355	user5355	01020100	01	normal
5356	user5356	01020101	02	normal
5357	user5357	01020110	03	normal
5359	user5359	01020199	05	normal
5360	user5360	01020100	06	normal
5361	user5361	01020101	07	normal
5362	user5362	01020110	08	normal
5363	user5363	01020150	09	normal
5372	user5372	01020110	99	vice
5373	user5373	01020150	01	normal
5374	user5374	01020199	02	normal
5375	user5375	01020100	03	normal
5377	user5377	01020110	05	normal
5378	user5378	01020150	06	normal
5379	user5379	01020199	07	normal
5380	user5380	01020100	08	normal
5381	user5381	01020101	09	normal
5390	user5390	01020100	99	vice
5391	user5391	01020101	01	normal
5392	user5392	01020110	02	normal
5393	user5393	01020150	03	normal
5395	user5395	01020100	05	normal
5396	user5396	01020101	06	normal
5397	user5397	01020110	07	normal
5398	user5398	01020150	08	normal
5399	user5399	01020199	09	normal
5408	user5408	01020150	99	vice
5409	user5409	01020199	01	normal
5410	user5410	01020100	02	normal
5411	user5411	01020101	03	normal
5413	user5413	01020150	05	normal
5414	user5414	01020199	06	normal
5415	user5415	01020100	07	normal
5416	user5416	01020101	08	normal
5417	user5417	01020110	09	normal
5426	user5426	01020101	99	vice
5427	user5427	01020110	01	normal
5428	user5428	01020150	02	normal
5429	user5429	01020199	03	normal
5431	user5431	01020101	05	normal
5432	user5432	01020110	06	normal
5433	user5433	01020150	07	normal
5434	user5434	01020199	08	normal
5435	user5435	01020100	09	normal
5444	user5444	01020199	99	vice
5445	user5445	01020100	01	normal
5446	user5446	01020101	02	normal
5447	user5447	01020110	03	normal
5449	user5449	01020199	05	normal
5450	user5450	01020100	06	normal
5451	user5451	01020101	07	normal
5452	user5452	01020110	08	normal
5453	user5453	01020150	09	normal
5462	user5462	01020110	99	vice
5463	user5463	01020150	01	normal
5464	user5464	01020199	02	normal
5465	user5465	01020100	03	normal
5467	user5467	01020110	05	normal
5468	user5468	01020150	06	normal
5469	user5469	01020199	07	normal
5470	user5470	01020100	08	normal
5471	user5471	01020101	09	normal
5480	user5480	01020100	99	vice
5481	user5481	01020101	01	normal
5482	user5482	01020110	02	normal
5483	user5483	01020150	03	normal
5485	user5485	01020100	05	normal
5486	user5486	01020101	06	normal
5487	user5487	01020110	07	normal
5488	user5488	01020150	08	normal
5489	user5489	01020199	09	normal
5498	user5498	01020150	99	vice
5499	user5499	01020199	01	normal
5500	user5500	01020100	02	normal
5501	user5501	01020101	03	normal
5503	user5503	01020150	05	normal
5504	user5504	01020199	06	normal
5505	user5505	01020100	07	normal
5506	user5506	01020101	08	normal
5507	user5507	01020110	09	normal
5516	user5516	01020101	99	vice
5517	user5517	01020110	01	normal
5518	user5518	01020150	02	normal
5519	user5519	01020199	03	normal
5521	user5521	01020101	05	normal
5522	user5522	01020110	06	normal
5523	user5523	01020150	07	normal
5524	user5524	01020199	08	normal
5525	user5525	01020100	09	normal
5534	user5534	01020199	99	vice
5535	user5535	01020100	01	normal
5536	user5536	01020101	02	normal
5537	user5537	01020110	03	normal
5539	user5539	01020199	05	normal
5540	user5540	01020100	06	normal
5541	user5541	01020101	07	normal
5542	user5542	01020110	08	normal
5543	user5543	01020150	09	normal
5552	user5552	01020110	99	vice
5553	user5553	01020150	01	normal
5554	user5554	01020199	02	normal
5555	user5555	01020100	03	normal
5557	user5557	01020110	05	normal
5558	user5558	01020150	06	normal
5559	user5559	01020199	07	normal
5560	user5560	01020100	08	normal
5561	user5561	01020101	09	normal
5570	user5570	01020100	99	vice
5571	user5571	01020101	01	normal
5572	user5572	01020110	02	normal
5573	user5573	01020150	03	normal
5575	user5575	01020100	05	normal
5576	user5576	01020101	06	normal
5577	user5577	01020110	07	normal
5578	user5578	01020150	08	normal
5579	user5579	01020199	09	normal
5588	user5588	01020150	99	vice
5589	user5589	01020199	01	normal
5590	user5590	01020100	02	normal
5591	user5591	01020101	03	normal
5593	user5593	01020150	05	normal
5594	user5594	01020199	06	normal
5595	user5595	01020100	07	normal
5596	user5596	01020101	08	normal
5597	user5597	01020110	09	normal
5606	user5606	01020101	99	vice
5607	user5607	01020110	01	normal
5608	user5608	01020150	02	normal
5609	user5609	01020199	03	normal
5611	user5611	01020101	05	normal
5612	user5612	01020110	06	normal
5613	user5613	01020150	07	normal
5614	user5614	01020199	08	normal
5615	user5615	01020100	09	normal
5624	user5624	01020199	99	vice
5625	user5625	01020100	01	normal
5626	user5626	01020101	02	normal
5627	user5627	01020110	03	normal
5629	user5629	01020199	05	normal
5630	user5630	01020100	06	normal
5631	user5631	01020101	07	normal
5632	user5632	01020110	08	normal
5633	user5633	01020150	09	normal
5642	user5642	01020110	99	vice
5643	user5643	01020150	01	normal
5644	user5644	01020199	02	normal
5645	user5645	01020100	03	normal
5647	user5647	01020110	05	normal
5648	user5648	01020150	06	normal
5649	user5649	01020199	07	normal
5650	user5650	01020100	08	normal
5651	user5651	01020101	09	normal
5660	user5660	01020100	99	vice
5661	user5661	01020101	01	normal
5662	user5662	01020110	02	normal
5663	user5663	01020150	03	normal
5665	user5665	01020100	05	normal
5666	user5666	01020101	06	normal
5667	user5667	01020110	07	normal
5668	user5668	01020150	08	normal
5669	user5669	01020199	09	normal
5678	user5678	01020150	99	vice
5679	user5679	01020199	01	normal
5680	user5680	01020100	02	normal
5681	user5681	01020101	03	normal
5683	user5683	01020150	05	normal
5684	user5684	01020199	06	normal
5685	user5685	01020100	07	normal
5686	user5686	01020101	08	normal
5687	user5687	01020110	09	normal
5696	user5696	01020101	99	vice
5697	user5697	01020110	01	normal
5698	user5698	01020150	02	normal
5699	user5699	01020199	03	normal
5701	user5701	01020101	05	normal
5702	user5702	01020110	06	normal
5703	user5703	01020150	07	normal
5704	user5704	01020199	08	normal
5705	user5705	01020100	09	normal
5714	user5714	01020199	99	vice
5715	user5715	01020100	01	normal
5716	user5716	01020101	02	normal
5717	user5717	01020110	03	normal
5719	user5719	01020199	05	normal
5720	user5720	01020100	06	normal
5721	user5721	01020101	07	normal
5722	user5722	01020110	08	normal
5723	user5723	01020150	09	normal
5732	user5732	01020110	99	vice
5733	user5733	01020150	01	normal
5734	user5734	01020199	02	normal
5735	user5735	01020100	03	normal
5737	user5737	01020110	05	normal
5738	user5738	01020150	06	normal
5739	user5739	01020199	07	normal
5740	user5740	01020100	08	normal
5741	user5741	01020101	09	normal
5750	user5750	01020100	99	vice
5751	user5751	01020101	01	normal
5752	user5752	01020110	02	normal
5753	user5753	01020150	03	normal
5755	user5755	01020100	05	normal
5756	user5756	01020101	06	normal
5757	user5757	01020110	07	normal
5758	user5758	01020150	08	normal
5759	user5759	01020199	09	normal
5768	user5768	01020150	99	vice
5769	user5769	01020199	01	normal
5770	user5770	01020100	02	normal
5771	user5771	01020101	03	normal
5773	user5773	01020150	05	normal
5774	user5774	01020199	06	normal
5775	user5775	01020100	07	normal
5776	user5776	01020101	08	normal
5777	user5777	01020110	09	normal
5786	user5786	01020101	99	vice
5787	user5787	01020110	01	normal
5788	user5788	01020150	02	normal
5789	user5789	01020199	03	normal
5791	user5791	01020101	05	normal
5792	user5792	01020110	06	normal
5793	user5793	01020150	07	normal
5794	user5794	01020199	08	normal
5795	user5795	01020100	09	normal
5804	user5804	01020199	99	vice
5805	user5805	01020100	01	normal
5806	user5806	01020101	02	normal
5807	user5807	01020110	03	normal
5809	user5809	01020199	05	normal
5810	user5810	01020100	06	normal
5811	user5811	01020101	07	normal
5812	user5812	01020110	08	normal
5813	user5813	01020150	09	normal
5822	user5822	01020110	99	vice
5823	user5823	01020150	01	normal
5824	user5824	01020199	02	normal
5825	user5825	01020100	03	normal
5827	user5827	01020110	05	normal
5828	user5828	01020150	06	normal
5829	user5829	01020199	07	normal
5830	user5830	01020100	08	normal
5831	user5831	01020101	09	normal
5840	user5840	01020100	99	vice
5841	user5841	01020101	01	normal
5842	user5842	01020110	02	normal
5843	user5843	01020150	03	normal
5845	user5845	01020100	05	normal
5846	user5846	01020101	06	normal
5847	user5847	01020110	07	normal
5848	user5848	01020150	08	normal
5849	user5849	01020199	09	normal
5858	user5858	01020150	99	vice
5859	user5859	01020199	01	normal
5860	user5860	01020100	02	normal
5861	user5861	01020101	03	normal
5863	user5863	01020150	05	normal
5864	user5864	01020199	06	normal
5865	user5865	01020100	07	normal
5866	user5866	01020101	08	normal
5867	user5867	01020110	09	normal
5876	user5876	01020101	99	vice
5877	user5877	01020110	01	normal
5878	user5878	01020150	02	normal
5879	user5879	01020199	03	normal
5881	user5881	01020101	05	normal
5882	user5882	01020110	06	normal
5883	user5883	01020150	07	normal
5884	user5884	01020199	08	normal
5885	user5885	01020100	09	normal
5894	user5894	01020199	99	vice
5895	user5895	01020100	01	normal
5896	user5896	01020101	02	normal
5897	user5897	01020110	03	normal
5899	user5899	01020199	05	normal
5900	user5900	01020100	06	normal
5901	user5901	01020101	07	normal
5902	user5902	01020110	08	normal
5903	user5903	01020150	09	normal
5912	user5912	01020110	99	vice
5913	user5913	01020150	01	normal
5914	user5914	01020199	02	normal
5915	user5915	01020100	03	normal
5917	user5917	01020110	05	normal
5918	user5918	01020150	06	normal
5919	user5919	01020199	07	normal
5920	user5920	01020100	08	normal
5921	user5921	01020101	09	normal
5930	user5930	01020100	99	vice
5931	user5931	01020101	01	normal
5932	user5932	01020110	02	normal
5933	user5933	01020150	03	normal
5935	user5935	01020100	05	normal
5936	user5936	01020101	06	normal
5937	user5937	01020110	07	normal
5938	user5938	01020150	08	normal
5939	user5939	01020199	09	normal
5948	user5948	01020150	99	vice
5949	user5949	01020199	01	normal
5950	user5950	01020100	02	normal
5951	user5951	01020101	03	normal
5953	user5953	01020150	05	normal
5954	user5954	01020199	06	normal
5955	user5955	01020100	07	normal
5956	user5956	01020101	08	normal
5957	user5957	01020110	09	normal
5966	user5966	01020101	99	vice
5967	user5967	01020110	01	normal
5968	user5968	01020150	02	normal
5969	user5969	01020199	03	normal
5971	user5971	01020101	05	normal
5972	user5972	01020110	06	normal
5973	user5973	01020150	07	normal
5974	user5974	01020199	08	normal
5975	user5975	01020100	09	normal
5984	user5984	01020199	99	vice
5985	user5985	01020100	01	normal
5986	user5986	01020101	02	normal
5987	user5987	01020110	03	normal
5989	user5989	01020199	05	normal
5990	user5990	01020100	06	normal
5991	user5991	01020101	07	normal
5992	user5992	01020110	08	normal
5993	user5993	01020150	09	normal
6002	user6002	01020110	99	vice
6003	user6003	01020150	01	normal
6004	user6004	01020199	02	normal
6005	user6005	01020100	03	normal
6007	user6007	01020110	05	normal
6008	user6008	01020150	06	normal
6009	user6009	01020199	07	normal
6010	user6010	01020100	08	normal
6011	user6011	01020101	09	normal
6020	user6020	01020100	99	vice
6021	user6021	01020101	01	normal
6022	user6022	01020110	02	normal
6023	user6023	01020150	03	normal
6025	user6025	01020100	05	normal
6026	user6026	01020101	06	normal
6027	user6027	01020110	07	normal
6028	user6028	01020150	08	normal
6029	user6029	01020199	09	normal
6038	user6038	01020150	99	vice
6039	user6039	01020199	01	normal
6040	user6040	01020100	02	normal
6041	user6041	01020101	03	normal
6043	user6043	01020150	05	normal
6044	user6044	01020199	06	normal
6045	user6045	01020100	07	normal
6046	user6046	01020101	08	normal
6047	user6047	01020110	09	normal
6056	user6056	01020101	99	vice
6057	user6057	01020110	01	normal
6058	user6058	01020150	02	normal
6059	user6059	01020199	03	normal
6061	user6061	01020101	05	normal
6062	user6062	01020110	06	normal
6063	user6063	01020150	07	normal
6064	user6064	01020199	08	normal
6065	user6065	01020100	09	normal
6074	user6074	01020199	99	vice
6075	user6075	01020100	01	normal
6076	user6076	01020101	02	normal
6077	user6077	01020110	03	normal
6079	user6079	01020199	05	normal
6080	user6080	01020100	06	normal
6081	user6081	01020101	07	normal
6082	user6082	01020110	08	normal
6083	user6083	01020150	09	normal
6092	user6092	01020110	99	vice
6093	user6093	01020150	01	normal
6094	user6094	01020199	02	normal
6095	user6095	01020100	03	normal
6097	user6097	01020110	05	normal
6098	user6098	01020150	06	normal
6099	user6099	01020199	07	normal
6100	user6100	01020100	08	normal
6101	user6101	01020101	09	normal
6110	user6110	01020100	99	vice
6111	user6111	01020101	01	normal
6112	user6112	01020110	02	normal
6113	user6113	01020150	03	normal
6115	user6115	01020100	05	normal
6116	user6116	01020101	06	normal
6117	user6117	01020110	07	normal
6118	user6118	01020150	08	normal
6119	user6119	01020199	09	normal
6128	user6128	01020150	99	vice
6129	user6129	01020199	01	normal
6130	user6130	01020100	02	normal
6131	user6131	01020101	03	normal
6133	user6133	01020150	05	normal
6134	user6134	01020199	06	normal
6135	user6135	01020100	07	normal
6136	user6136	01020101	08	normal
6137	user6137	01020110	09	normal
6146	user6146	01020101	99	vice
6147	user6147	01020110	01	normal
6148	user6148	01020150	02	normal
6149	user6149	01020199	03	normal
6151	user6151	01020101	05	normal
6152	user6152	01020110	06	normal
6153	user6153	01020150	07	normal
6154	user6154	01020199	08	normal
6155	user6155	01020100	09	normal
6164	user6164	01020199	99	vice
6165	user6165	01020100	01	normal
6166	user6166	01020101	02	normal
6167	user6167	01020110	03	normal
6169	user6169	01020199	05	normal
6170	user6170	01020100	06	normal
6171	user6171	01020101	07	normal
6172	user6172	01020110	08	normal
6173	user6173	01020150	09	normal
6182	user6182	01020110	99	vice
6183	user6183	01020150	01	normal
6184	user6184	01020199	02	normal
6185	user6185	01020100	03	normal
6187	user6187	01020110	05	normal
6188	user6188	01020150	06	normal
6189	user6189	01020199	07	normal
6190	user6190	01020100	08	normal
6191	user6191	01020101	09	normal
6200	user6200	01020100	99	vice
6201	user6201	01020101	01	normal
6202	user6202	01020110	02	normal
6203	user6203	01020150	03	normal
6205	user6205	01020100	05	normal
6206	user6206	01020101	06	normal
6207	user6207	01020110	07	normal
6208	user6208	01020150	08	normal
6209	user6209	01020199	09	normal
6218	user6218	01020150	99	vice
6219	user6219	01020199	01	normal
6220	user6220	01020100	02	normal
6221	user6221	01020101	03	normal
6223	user6223	01020150	05	normal
6224	user6224	01020199	06	normal
6225	user6225	01020100	07	normal
6226	user6226	01020101	08	normal
6227	user6227	01020110	09	normal
6236	user6236	01020101	99	vice
6237	user6237	01020110	01	normal
6238	user6238	01020150	02	normal
6239	user6239	01020199	03	normal
6241	user6241	01020101	05	normal
6242	user6242	01020110	06	normal
6243	user6243	01020150	07	normal
6244	user6244	01020199	08	normal
6245	user6245	01020100	09	normal
6254	user6254	01020199	99	vice
6255	user6255	01020100	01	normal
6256	user6256	01020101	02	normal
6257	user6257	01020110	03	normal
6259	user6259	01020199	05	normal
6260	user6260	01020100	06	normal
6261	user6261	01020101	07	normal
6262	user6262	01020110	08	normal
6263	user6263	01020150	09	normal
6272	user6272	01020110	99	vice
6273	user6273	01020150	01	normal
6274	user6274	01020199	02	normal
6275	user6275	01020100	03	normal
6277	user6277	01020110	05	normal
6278	user6278	01020150	06	normal
6279	user6279	01020199	07	normal
6280	user6280	01020100	08	normal
6281	user6281	01020101	09	normal
6290	user6290	01020100	99	vice
6291	user6291	01020101	01	normal
6292	user6292	01020110	02	normal
6293	user6293	01020150	03	normal
6295	user6295	01020100	05	normal
6296	user6296	01020101	06	normal
6297	user6297	01020110	07	normal
6298	user6298	01020150	08	normal
6299	user6299	01020199	09	normal
6308	user6308	01020150	99	vice
6309	user6309	01020199	01	normal
6310	user6310	01020100	02	normal
6311	user6311	01020101	03	normal
6313	user6313	01020150	05	normal
6314	user6314	01020199	06	normal
6315	user6315	01020100	07	normal
6316	user6316	01020101	08	normal
6317	user6317	01020110	09	normal
6326	user6326	01020101	99	vice
6327	user6327	01020110	01	normal
6328	user6328	01020150	02	normal
6329	user6329	01020199	03	normal
6331	user6331	01020101	05	normal
6332	user6332	01020110	06	normal
6333	user6333	01020150	07	normal
6334	user6334	01020199	08	normal
6335	user6335	01020100	09	normal
6344	user6344	01020199	99	vice
6345	user6345	01020100	01	normal
6346	user6346	01020101	02	normal
6347	user6347	01020110	03	normal
6349	user6349	01020199	05	normal
6350	user6350	01020100	06	normal
6351	user6351	01020101	07	normal
6352	user6352	01020110	08	normal
6353	user6353	01020150	09	normal
6362	user6362	01020110	99	vice
6363	user6363	01020150	01	normal
6364	user6364	01020199	02	normal
6365	user6365	01020100	03	normal
6367	user6367	01020110	05	normal
6368	user6368	01020150	06	normal
6369	user6369	01020199	07	normal
6370	user6370	01020100	08	normal
6371	user6371	01020101	09	normal
6380	user6380	01020100	99	vice
6381	user6381	01020101	01	normal
6382	user6382	01020110	02	normal
6383	user6383	01020150	03	normal
6385	user6385	01020100	05	normal
6386	user6386	01020101	06	normal
6387	user6387	01020110	07	normal
6388	user6388	01020150	08	normal
6389	user6389	01020199	09	normal
6398	user6398	01020150	99	vice
6399	user6399	01020199	01	normal
6400	user6400	01020100	02	normal
6401	user6401	01020101	03	normal
6403	user6403	01020150	05	normal
6404	user6404	01020199	06	normal
6405	user6405	01020100	07	normal
6406	user6406	01020101	08	normal
6407	user6407	01020110	09	normal
6416	user6416	01020101	99	vice
6417	user6417	01020110	01	normal
6418	user6418	01020150	02	normal
6419	user6419	01020199	03	normal
6421	user6421	01020101	05	normal
6422	user6422	01020110	06	normal
6423	user6423	01020150	07	normal
6424	user6424	01020199	08	normal
6425	user6425	01020100	09	normal
6434	user6434	01020199	99	vice
6435	user6435	01020100	01	normal
6436	user6436	01020101	02	normal
6437	user6437	01020110	03	normal
6439	user6439	01020199	05	normal
6440	user6440	01020100	06	normal
6441	user6441	01020101	07	normal
6442	user6442	01020110	08	normal
6443	user6443	01020150	09	normal
6452	user6452	01020110	99	vice
6453	user6453	01020150	01	normal
6454	user6454	01020199	02	normal
6455	user6455	01020100	03	normal
6457	user6457	01020110	05	normal
6458	user6458	01020150	06	normal
6459	user6459	01020199	07	normal
6460	user6460	01020100	08	normal
6461	user6461	01020101	09	normal
6470	user6470	01020100	99	vice
6471	user6471	01020101	01	normal
6472	user6472	01020110	02	normal
6473	user6473	01020150	03	normal
6475	user6475	01020100	05	normal
6476	user6476	01020101	06	normal
6477	user6477	01020110	07	normal
6478	user6478	01020150	08	normal
6479	user6479	01020199	09	normal
6488	user6488	01020150	99	vice
6489	user6489	01020199	01	normal
6490	user6490	01020100	02	normal
6491	user6491	01020101	03	normal
6493	user6493	01020150	05	normal
6494	user6494	01020199	06	normal
6495	user6495	01020100	07	normal
6496	user6496	01020101	08	normal
6497	user6497	01020110	09	normal
6506	user6506	01020101	99	vice
6507	user6507	01020110	01	normal
6508	user6508	01020150	02	normal
6509	user6509	01020199	03	normal
6511	user6511	01020101	05	normal
6512	user6512	01020110	06	normal
6513	user6513	01020150	07	normal
6514	user6514	01020199	08	normal
6515	user6515	01020100	09	normal
6524	user6524	01020199	99	vice
6525	user6525	01020100	01	normal
6526	user6526	01020101	02	normal
6527	user6527	01020110	03	normal
6529	user6529	01020199	05	normal
6530	user6530	01020100	06	normal
6531	user6531	01020101	07	normal
6532	user6532	01020110	08	normal
6533	user6533	01020150	09	normal
6542	user6542	01020110	99	vice
6543	user6543	01020150	01	normal
6544	user6544	01020199	02	normal
6545	user6545	01020100	03	normal
6547	user6547	01020110	05	normal
6548	user6548	01020150	06	normal
6549	user6549	01020199	07	normal
6550	user6550	01020100	08	normal
6551	user6551	01020101	09	normal
6560	user6560	01020100	99	vice
6561	user6561	01020101	01	normal
6562	user6562	01020110	02	normal
6563	user6563	01020150	03	normal
6565	user6565	01020100	05	normal
6566	user6566	01020101	06	normal
6567	user6567	01020110	07	normal
6568	user6568	01020150	08	normal
6569	user6569	01020199	09	normal
6578	user6578	01020150	99	vice
6579	user6579	01020199	01	normal
6580	user6580	01020100	02	normal
6581	user6581	01020101	03	normal
6583	user6583	01020150	05	normal
6584	user6584	01020199	06	normal
6585	user6585	01020100	07	normal
6586	user6586	01020101	08	normal
6587	user6587	01020110	09	normal
6596	user6596	01020101	99	vice
6597	user6597	01020110	01	normal
6598	user6598	01020150	02	normal
6599	user6599	01020199	03	normal
6601	user6601	01020101	05	normal
6602	user6602	01020110	06	normal
6603	user6603	01020150	07	normal
6604	user6604	01020199	08	normal
6605	user6605	01020100	09	normal
6614	user6614	01020199	99	vice
6615	user6615	01020100	01	normal
6616	user6616	01020101	02	normal
6617	user6617	01020110	03	normal
6619	user6619	01020199	05	normal
6620	user6620	01020100	06	normal
6621	user6621	01020101	07	normal
6622	user6622	01020110	08	normal
6623	user6623	01020150	09	normal
6632	user6632	01020110	99	vice
6633	user6633	01020150	01	normal
6634	user6634	01020199	02	normal
6635	user6635	01020100	03	normal
6637	user6637	01020110	05	normal
6638	user6638	01020150	06	normal
6639	user6639	01020199	07	normal
6640	user6640	01020100	08	normal
6641	user6641	01020101	09	normal
6650	user6650	01020100	99	vice
6651	user6651	01020101	01	normal
6652	user6652	01020110	02	normal
6653	user6653	01020150	03	normal
6655	user6655	01020100	05	normal
6656	user6656	01020101	06	normal
6657	user6657	01020110	07	normal
6658	user6658	01020150	08	normal
6659	user6659	01020199	09	normal
6668	user6668	01020150	99	vice
6669	user6669	01020199	01	normal
6670	user6670	01020100	02	normal
6671	user6671	01020101	03	normal
6673	user6673	01020150	05	normal
6674	user6674	01020199	06	normal
6675	user6675	01020100	07	normal
6676	user6676	01020101	08	normal
6677	user6677	01020110	09	normal
6686	user6686	01020101	99	vice
6687	user6687	01020110	01	normal
6688	user6688	01020150	02	normal
6689	user6689	01020199	03	normal
6691	user6691	01020101	05	normal
6692	user6692	01020110	06	normal
6693	user6693	01020150	07	normal
6694	user6694	01020199	08	normal
6695	user6695	01020100	09	normal
6704	user6704	01020199	99	vice
6705	user6705	01020100	01	normal
6706	user6706	01020101	02	normal
6707	user6707	01020110	03	normal
6709	user6709	01020199	05	normal
6710	user6710	01020100	06	normal
6711	user6711	01020101	07	normal
6712	user6712	01020110	08	normal
6713	user6713	01020150	09	normal
6722	user6722	01020110	99	vice
6723	user6723	01020150	01	normal
6724	user6724	01020199	02	normal
6725	user6725	01020100	03	normal
6727	user6727	01020110	05	normal
6728	user6728	01020150	06	normal
6729	user6729	01020199	07	normal
6730	user6730	01020100	08	normal
6731	user6731	01020101	09	normal
6740	user6740	01020100	99	vice
6741	user6741	01020101	01	normal
6742	user6742	01020110	02	normal
6743	user6743	01020150	03	normal
6745	user6745	01020100	05	normal
6746	user6746	01020101	06	normal
6747	user6747	01020110	07	normal
6748	user6748	01020150	08	normal
6749	user6749	01020199	09	normal
6758	user6758	01020150	99	vice
6759	user6759	01020199	01	normal
6760	user6760	01020100	02	normal
6761	user6761	01020101	03	normal
6763	user6763	01020150	05	normal
6764	user6764	01020199	06	normal
6765	user6765	01020100	07	normal
6766	user6766	01020101	08	normal
6767	user6767	01020110	09	normal
6776	user6776	01020101	99	vice
6777	user6777	01020110	01	normal
6778	user6778	01020150	02	normal
6779	user6779	01020199	03	normal
6781	user6781	01020101	05	normal
6782	user6782	01020110	06	normal
6783	user6783	01020150	07	normal
6784	user6784	01020199	08	normal
6785	user6785	01020100	09	normal
6794	user6794	01020199	99	vice
6795	user6795	01020100	01	normal
6796	user6796	01020101	02	normal
6797	user6797	01020110	03	normal
6799	user6799	01020199	05	normal
6800	user6800	01020100	06	normal
6801	user6801	01020101	07	normal
6802	user6802	01020110	08	normal
6803	user6803	01020150	09	normal
6812	user6812	01020110	99	vice
6813	user6813	01020150	01	normal
6814	user6814	01020199	02	normal
6815	user6815	01020100	03	normal
6817	user6817	01020110	05	normal
6818	user6818	01020150	06	normal
6819	user6819	01020199	07	normal
6820	user6820	01020100	08	normal
6821	user6821	01020101	09	normal
6830	user6830	01020100	99	vice
6831	user6831	01020101	01	normal
6832	user6832	01020110	02	normal
6833	user6833	01020150	03	normal
6835	user6835	01020100	05	normal
6836	user6836	01020101	06	normal
6837	user6837	01020110	07	normal
6838	user6838	01020150	08	normal
6839	user6839	01020199	09	normal
6848	user6848	01020150	99	vice
6849	user6849	01020199	01	normal
6850	user6850	01020100	02	normal
6851	user6851	01020101	03	normal
6853	user6853	01020150	05	normal
6854	user6854	01020199	06	normal
6855	user6855	01020100	07	normal
6856	user6856	01020101	08	normal
6857	user6857	01020110	09	normal
6866	user6866	01020101	99	vice
6867	user6867	01020110	01	normal
6868	user6868	01020150	02	normal
6869	user6869	01020199	03	normal
6871	user6871	01020101	05	normal
6872	user6872	01020110	06	normal
